報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
2024,志聯,無，無統計相關數據,,,4652,係指110年度使用之電力總和,,無，無統計相關數據,,,無，無統計相關數據,
2025,千興,6067.44,僅母公司,,7481.81,僅母公司,,無，無統計相關數據,,,0.003,營業額
2027,大成鋼,1206.6,僅母公司,,13810.21,僅母公司,,2572.02,僅母公司,,0.2652,產品
2028,威致,104751,"個別公司 單一公司",ISO 14064,203575,個別公司,ISO 14064,無，無統計相關數據,,,無，無統計相關數據,
2029,盛餘,30830.954,僅母公司,ISO 14064,56436.599,僅母公司,ISO 14064,無，無統計相關數據,,,0.067,產品
2030,彰源,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2031,新光鋼,1268,母公司,,2542,母公司,,184,母公司,,0.28,百萬營業額                                                                                                                                                                                              
2032,新鋼,無，廠商洽談中,,,無，廠商洽談中,,,無，廠商洽談中,,,無，廠商洽談中,
2033,佳大,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2034,允強,1826.3,僅母公司，天然氣、汽柴油、焊接、冷媒逸散及其他生產中直接排放,ISO 14064,22799.3,僅母公司，外購電力。,ISO 14064,14611.32,僅母公司，過程(外購電力、自來水、藥劑使用)、運輸、廢水排放、廢棄物處理及其他間接排放。,ISO 14064,0.131,產品
2038,海光,59184.9472,僅母公司,ISO 14064,134097.8544,僅母公司,ISO 14064,無，無統計相關數據,,,0.459,產品
2049,上銀,10063.176,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,151143.6737,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,84804.6282,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,7.0072,百萬營業額                                                                                                                                                                                              
2059,川湖,874.74,母公司及子公司川益科技(股)公司兩個廠區,,9598.98,母公司及子公司川益科技(股)公司兩個廠區,,無，無統計相關數據,,,0.0034,營業額
2062,橋椿,800.64,母公司,,17114.18,母公司,,無，無統計相關數據,,,5.5,產能                                                                                                                                                                                                    
2069,運錩,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2072,世紀風電,,,N/A,N/A,N/A,N/A,,,N/A,,
2101,南港,13208.8174,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 14064,27641.7264,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 14064,無，預計自2022年起將增加範疇三盤查,,,1.193,產品
2102,泰豐,3166.727,僅母公司,,7672.9696,僅母公司,,無，無統計相關數據,,,1.47,每噸產品                                                                                                                                                                                                
2103,台橡,115600,合併財務報表之生產營運母子公司,ISO 14064,455597,合併財務報表之生產營運母子公司,ISO 14064,無，尚在盤查中,,,1.02,公噸產量                                                                                                                                                                                                
2104,國際中橡,250642,國際中橡100%持有之子公司林園先進。,SGS驗證當中，待數據驗證結果出爐後再更新                                                                                                                                                                 ,7392,國際中橡100%持有之子公司林園先進。,SGS驗證當中，待數據驗證結果出爐後再更新                                                                                                                                                                 ,無，本公司溫室氣體排放以範疇一、二較多，範疇三佔比較小，因此尚未針對範疇三進行盤查，未來將列入規劃。,,,2.47,產品
2105,正新,29883.3005,母公司,,38436.7344,母公司,,無，無統計相關數據,,,0.9946,產品
2106,建大,21648,台灣地區,,27752,台灣地區,,無，無統計相關數據,,,1.07,產品
2107,厚生,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2108,南帝,1308.48,僅盤查母公司,ISO 14064,38006.67,母公司,ISO 14064,無，無統計相關數據,,,無，無統計相關數據,
2109,華豐,,,,,,,,,,,
2114,鑫永銓,2390.59,母公司,,6036.97,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2115,六暉-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2201,裕隆,2605,裕隆汽車製造(股)公司三義廠區,,7181,裕隆汽車製造(股)公司三義廠區,,194,裕隆汽車製造(股)公司三義廠區,,0.328,產品
2204,中華,7881.594,組織邊界(楊梅廠、新竹廠),ISO 14064,12932.554,組織邊界(楊梅廠、新竹廠),ISO 14064,3089142.675,組織邊界(楊梅廠、新竹廠)外之上下游相關活動,ISO 14064,0.378,產品
2206,三陽工業,10690.1092,三陽工業股份有限公司新竹廠,ISO 14064,23140.5936,三陽工業股份有限公司新竹廠,ISO 14064,6896.2453,三陽工業股份有限公司新竹廠,ISO 14064,0.089,產品
2207,和泰車,148.6,母公司,,1311.8,母公司,,無，無統計相關數據,,,2.59,人                                                                                                                                                                                                      
2208,台船,無，統計彙整中,,,無，統計彙整中,,,無，僅執行排放源定性鑑別,,,無，無統計相關數據,
2211,長榮鋼,4291.06,僅母公司,,9646.82,僅母公司,,無，無統計相關數據,,,1.2,百萬營業額                                                                                                                                                                                              
2227,裕日車,162.33,母公司,,919.87,母公司,,無，無統計相關數據,,,2.89,人均溫室氣體排放量 (公噸-CO2 e /人)                                                                                                                                                                     
2228,劍麟,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2231,為升,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2233,宇隆,無，TURVO將2022年設為起始元年，已規劃導入ISO14064 及進行相關產品碳足跡盤查，落實規劃、執行、查核和改善之循環管理體系，達到溫室氣體排放減量目標。,,,無，TURVO將2022年設為起始元年，已規劃導入ISO14064 及進行相關產品碳足跡盤查，落實規劃、執行、查核和改善之循環管理體系，達到溫室氣體排放減量目標。,,,無，TURVO將2022年設為起始元年，已規劃導入ISO14064 及進行相關產品碳足跡盤查，落實規劃、執行、查核和改善之循環管理體系，達到溫室氣體排放減量目標。,,,無，TURVO將2022年設為起始元年，已規劃導入ISO14064 及進行相關產品碳足跡盤查，落實規劃、執行、查核和改善之循環管理體系，達到溫室氣體排放減量目標。,
2236,百達-KY,0,包含合併財務報表之母子公司,,2710.12,包含合併財務報表之母子公司,,無，無統計相關數據,,,0,營業額
2239,英利-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2241,艾姆勒,62.86,母公司,,5753.39,母公司,,無，無統計相關數據,,,0.0035,產品
2243,宏旭-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2247,汎德永業,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2248,華勝-KY,,,N/A,N/A,N/A,N/A,,,N/A,,
2250,IKKA-KY,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2254,巨鎧精密-創,,,N/A,N/A,N/A,N/A,,,N/A,,
2258,鴻華先進-創,,,N/A,N/A,N/A,N/A,,,N/A,,
2301,光寶科,10080.71,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,216771.26,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,13332352.93,"包含母公司與合併財報之部分子公司 光寶科技股份有限公司、光林智能科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",ISO 14064,1.53,百萬營收                                                                                                                                                                                                
2302,麗正,947.141,母子公司,,0.018,母子公司,,0,母子公司,,4.35,產品
2303,聯電,498907,僅母公司(含新加坡分公司),ISO 14064,1298439,僅母公司(含新加坡分公司),ISO 14064,2717754,僅母公司(含新加坡分公司),ISO 14064,7.38,wafer-m2                                                                                                                                                                                                
2305,全友,0,母公司,,696,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2308,台達電,17807.71,母公司及子公司之生產廠區,ISO 14064,133207.18,母公司及子公司之生產廠區(Market-based),ISO 14064,651556.48,母公司及子公司之生產廠區,ISO 14064,15.08,產值(單位：百萬美金)                                                                                                                                                                                    
2312,金寶,310.17,母公司(涵蓋100%台灣營運據點),ISO 14064,2318.97,母公司(涵蓋100%台灣營運據點),ISO 14064,832.05,母公司(涵蓋100%台灣營運據點),ISO 14064,1.96,營業額
2313,華通,2360.27,母公司,ISO 14064,121549.86,母公司,ISO 14064,無，目前尚未使用,,,9.2,產品
2314,台揚,5.1,母公司,,4474,母公司,,無，無統計相關數據,,,6.78,員工人數                                                                                                                                                                                                
2316,楠梓電,3107.2968,僅母公司,ISO 14064,56593.8632,僅母公司,ISO 14064,無，無統計相關數據,,,0.0234,產品
2317,鴻海,237946,依2021年永續報告書邊界,ISO 14064,5982836,依2021年永續報告書邊界,ISO 14064,24025738,依2021年永續報告書邊界，目前揭露為2020年數據，2021年數據收集中,,1.04,百萬新台幣營業額                                                                                                                                                                                        
2321,東訊,無，無統計相關數據,,,908.221,110.01~110.12台電用電資料,,無，無統計相關數據,,,無，無統計相關數據,
2323,中環,無，NA,,,72808,"僅母公司,外購電力",,無，無統計相關數據,,,0.0191,千元營業額                                                                                                                                                                                              
2324,仁寶,22445.15,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置,ISO 14064,220617.74,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置,ISO 14064,27851.15,重慶廠(CQA)盤查外租宿舍所造成的類別4間接碳排放,ISO 14064,0.2,營業額;單位為新台幣百萬元                                                                                                                                                                               
2327,國巨*,4489.59,母公司,ISO 14064,120270.39,母公司,ISO 14064,33744.4,母公司,ISO 14064,3.1,百萬營業額                                                                                                                                                                                              
2328,廣宇,14.098,母公司,,80.9167,母公司,,無，無統計相關數據,,,0.0077,百萬營業額                                                                                                                                                                                              
2329,華泰,1364.5818,母公司,ISO 14064,82740.8744,母公司,ISO 14064,3806574.227,母公司,ISO 14064,0.0002,營業額
2330,台積電,2151937,台灣廠區及子公司,ISO14064                                                                                                                                                                                                ,8152497,台灣廠區及子公司,ISO14064                                                                                                                                                                                                ,6049256,台灣廠區,ISO14064                                                                                                                                                                                                ,6.491,百萬 營業額                                                                                                                                                                                             
2331,精英,211,室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,深圳市標準化指導性技術文件SZDB/Z 69-2018 組織的溫室氣體排放量化和報告規範及指南；深圳市標準化指導性技術文件SZDB/Z 70-2018 組織的溫室氣體排放核查指南                                                    ,28957,溫室氣體排放涵蓋精英電腦股份有限公司、興英數位科技(深圳)有限公司、精英電腦(蘇州工業園區)有限公司、與精英科技(泰國)股份有限公司。,深圳市標準化指導性技術文件SZDB/Z 69-2018;組織的溫室氣體排放量化和報告規範及指南;深圳市標準化指導性技術文件SZDB/Z 70-2018 組織的溫室氣體排放核查指南                                                     ,"無，111年進行ISO 14064-1:2018 溫室氣體盤查, 112年進行查證",,,0.0012,系統產品於組裝階段，平均每台產生0.001202 噸CO2e/  台                                                                                                                                                    
2332,友訊,206.7743,僅母公司大樓,ISO 14064,1353.3939,僅母公司大樓,ISO 14064,無，無統計相關數據,,,2.5661,員工人數                                                                                                                                                                                                
2337,旺宏,148853.62,僅母公司,ISO 14064,256991.0941,僅母公司,ISO 14064,325464.5601,僅母公司,ISO 14064,8,年度總營收(百萬元)                                                                                                                                                                                      
2338,光罩,65.907,僅母公司,,15466.62,僅母公司,,無，無統計相關數據,,,0.2418,產品
2340,台亞,3411,僅母公司,,37091,僅母公司,,8761,僅母公司,,10,佰萬元營業額                                                                                                                                                                                            
2342,茂矽,160285.0605,僅母公司,ISO 14064,49232.4276,僅母公司,ISO 14064,無，無統計相關數據,,,0.344,產品
2344,華邦電,38760,母公司,ISO 14064,277284,母公司,ISO 14064,"無，因應IAF(國際認證論壇)考量COVID-19疫情，已將ISO14064-1:2018轉版期限延長為6個月(2022/6/30)。  華邦2021年數據依ISO14064-1:2006已完成外部盤查，並取得證書。  2022年數據預計於2023年6月底前完成ISO14064-1:2018盤查，屆時會有範疇三數據。",,,0.0126,layer(層-晶圓光罩)                                                                                                                                                                                      
2345,智邦,2593,僅母公司,ISO 14064,11583,僅母公司,ISO 14064,2145,"僅母公司，類別4(4.1/4.3/4.5)，說明如下： 新竹一廠及竹南廠(外購電力/氮氣/自來水及一般廢棄物處理) 新竹二廠(外購電力/自來水及一般廢棄物處理)",ISO 14064,0.2874,百萬元營業額                                                                                                                                                                                            
2347,聯強,1697,聯強台灣與合併財務報表之子公司通達智能運籌,,2379,聯強台灣與合併財務報表之子公司通達智能運籌,,無，無統計相關數據,,,12.57,每輛物流車                                                                                                                                                                                              
2348,海悅,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2349,錸德,113.1,僅母公司,,22183.7,僅母公司,,無，無統計相關數據,,,0.0081,營業額
2351,順德,2087.6404,母公司,ISO 14064,28407.3836,母公司,ISO 14064,16338.3694,母公司,ISO 14064,0.0057,千元營業額                                                                                                                                                                                              
2352,佳世達,2289.09,佳世達台灣/蘇州/越南廠區,ISO 14064,104382.61,佳世達台灣/蘇州/越南廠區,ISO 14064,76.39,佳世達台灣/蘇州廠區,ISO 14064,21.91,營業額
2353,宏碁,4551,含合併財務報表之母子公司,ISO 14064,8746,含合併財務報表之母子公司,ISO 14064,2099472,含合併財務報表之母子公司,ISO 14064,0.04,百萬營業額                                                                                                                                                                                              
2354,鴻準,4452,鴻準集團主要廠區,,239252,鴻準集團主要廠區,,無，無統計相關數據,,,0,營業額
2355,敬鵬,10012.12,母公司+ 子公司 敬鵬(常熟)電子有限公司,,187433.86,母公司+ 子公司 敬鵬(常熟)電子有限公司,,無，無統計相關數據,,,7.81,營業額
2356,英業達,7141.83,"英業達股份有限公司Inventec Corporation (士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、 英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、 英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、 上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、 Inventec (Czech) S.R.O. (ICZ)、 IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,93758.4,"英業達股份有限公司Inventec Corporation (士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、 英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、 英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、 上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、 Inventec (Czech) S.R.O. (ICZ)、 IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,664446.37,"英業達股份有限公司Inventec Corporation (士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(ITO))、 英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、 英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、 上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、 Inventec (Czech) S.R.O. (ICZ)、 IEC Technologies, S . de R. L. de C. V. (IMX)",ISO 14064,100900.24,千億營業額                                                                                                                                                                                              
2357,華碩,93.98,合併營收之母子公司(依據ISO14064實質性定義排除不具控制權的企業),ISO 14064,17161,合併營收之母子公司(依據ISO14064實質性定義排除不具控制權的企業),ISO 14064,1460112,商務旅行及產品下游運輸、供應鏈，產品使用,ISO 14064,0.9482,營業額
2359,所羅門,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2360,致茂,11548.5995,僅母公司,ISO 14064,7937.8316,僅母公司,ISO 14064,1894.5666,僅母公司,ISO 14064,0.001,營業額(仟元)                                                                                                                                                                                            
2362,藍天,5782,母公司,,601141,母公司,,0,母公司,,137.2,kgCO2e/樓地板面積                                                                                                                                                                                       
2363,矽統,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2364,倫飛,665.447,母公司,,無，詳年報說明,,,無，詳年報說明,,,無，無統計相關數據,
2365,昆盈,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2367,燿華,3721.08,僅母公司,ISO 14064,105521.85,僅母公司,ISO 14064,31552.08,僅母公司,ISO 14064,0.04,產量                                                                                                                                                                                                    
2368,金像電,45303,合併財務報表之母子公司,ISO 14064,362505,合併財務報表之母子公司,ISO 14064,33672,合併財務報表之母子公司,ISO 14064,16.5923,百萬元營業額                                                                                                                                                                                            
2369,菱生,1846.7307,僅母公司,ISO 14064,65725.4404,僅母公司,ISO 14064,20266.8008,僅母公司,ISO 14064,12.3626,產品
2371,大同,1616.52,僅母公司,,19356.61,僅母公司,,無，無統計相關數據,,,無，129.66公噸CO2e/億元(範疇一+二),
2373,震旦行,997.793,僅母公司,,1538.2557,僅母公司,,無，無統計相關數據,,,0.001,營業額
2374,佳能,111.089,母公司,,944.819,母公司,,無，無統計相關數據,,,0.2953,營業額
2375,凱美,1192.111,子公司,,8498.035,子公司,,無，無統計相關數據,,,9690.141,產品
2376,技嘉,1063.5185,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠 及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,28874.4279,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠 及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,5767898.725,"技嘉科技營運總部、桃園南平廠、中國東莞廠和寧波廠 及子公司百事益國際和盈嘉科技台北矽谷園區。",ISO 14064,0.2456,百萬營業額                                                                                                                                                                                              
2377,微星,430,母公司,ISO 14064,6988,母公司,ISO 14064,64.7,母公司,ISO 14064,0.037,營業額
2379,瑞昱,32.47,僅包含瑞昱新竹營運總部,,23925.52,僅包含瑞昱新竹營運總部,,"無，110年範疇三排放量,尚在盤查統計中。",,,無，無統計相關數據,
2380,虹光,165.57,母公司,,926.62,母公司,,無，無統計相關數據,,,0.02,產品
2382,廣達,32425.22,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,647700.15,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,20732,資料邊界： 廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,ISO 14064,無，無統計相關數據,
2383,台光電,15679.43,母公司,ISO 14064,25755.56,母公司,ISO 14064,9707.909,母公司,ISO 14064,0.0045,公噸CO2 e /總營收(新台幣仟元)                                                                                                                                                                           
2385,群光,7273.24,群光電子(含海外各廠區，不含子公司),ISO 14064,90208.3,群光電子(含海外各廠區，不含子公司),ISO 14064,46738660.44,群光電子(含海外各廠區，不含子公司),ISO 14064,97481.54,營業額
2387,精元,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2388,威盛,無，積體電路設計業，無製程，針對範疇一部份未進行盤查。（預計於明年度揭露111年度之盤查結果）,,,1730,威盛電子台北總公司,,無，未盤查（預計於明年度揭露111年度之盤查結果）,,,無，今年度ESG專案進行相關資料之盤查,
2390,云辰,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2392,正崴,11802,母公司及主要生產基地之子公司,ISO 14064,234489,母公司及主要生產基地之子公司,ISO 14064,606,母公司及主要生產基地之子公司,ISO 14064,無，無統計相關數據,
2393,億光,438.6,總公司，苗栗苑裡廠、苗栗銅鑼廠,,35916.1,億光電子台灣地區,,無，無統計相關數據,,,6.4,產品
2395,研華,3371.1863,台灣、中國,ISO 14064,28690.2202,包含研華總部(瑞光大樓、陽光大樓、東湖廠、林口園區)、中國昆山廠區,ISO 14064,2308.9975,台灣廠區、中國昆山廠區,ISO 14064,0.58,營業額百萬                                                                                                                                                                                              
2397,友通,484.2737,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、汐止工廠及桃園工廠，其中汐止工廠於2021年4月至10月搬遷，11月25日完成交屋。,ISO 14064,2817.3847,友通資訊之組織邊界設定以營運控制權為主，其盤查組織邊界之溫室氣體排放量百分之百歸屬本公司，友通包括汐止遠雄總部、汐止工廠及桃園工廠，其中汐止工廠於2021年4月至10月搬遷，11月25日完成交屋。,ISO 14064,無，無統計相關數據,,,無，無統計相關數據,
2399,映泰,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,,,無，僅有辦公處所，無生產製造且法令無規範。,
2401,凌陽,3.857,僅母公司,,3957.09,母公司,,無，無統計相關數據,,,49.754,營業額
2402,毅嘉,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2404,漢唐,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2405,輔信,無，本公司溫室氣體排放量非屬範疇一之規範項目,,,439.046,母公司,,無，無統計相關數據,,,無，無統計相關數據,
2406,國碩,39.35,國碩二廠和國碩新豐廠,,3673.43,國碩二廠和國碩新豐廠,,無，無統計相關數據,,,0.0045,"835,000萬元                                                                                                                                                                                             "
2408,南亞科,56409,母公司,ISO 14064,373639,母公司,ISO 14064,972973,母公司,ISO 14064,0.383,千顆晶粒                                                                                                                                                                                                
2409,友達,79186.29,全球營運據點,ISO 14064,2841287.55,全球營運據點,ISO 14064,1286084.64,全球營運據點及友達晶材,ISO 14064,0.042,產品(米平方)                                                                                                                                                                                            
2412,中華電,17887.47,資料涵蓋覆蓋中華電信總公司、各地營運處、及分公司等組織邊界範圍,ISO 14064,716979.259,資料涵蓋覆蓋中華電信總公司、各地營運處、及分公司等組織邊界範圍,ISO 14064,1456835.344,資料涵蓋覆蓋中華電信總公司、各地營運處、及分公司等組織邊界範圍,ISO 14064,3.4914,百萬營業額                                                                                                                                                                                              
2413,環科,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2414,精技,無，無統計相關數據,,,714.4143,僅母公司,,無，無統計相關數據,,,0.0341,佰萬營業額                                                                                                                                                                                              
2415,錩新,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2417,圓剛,8.1,資料涵蓋範圍為總公司,,471.1,資料涵蓋範圍為總公司,,無，無統計相關數據,,,0.1,營業額
2419,仲琦,76.9978,僅母公司,ISO 14064,666.2544,僅母公司,ISO 14064,135.597,僅母公司,ISO 14064,2.147,營業額
2420,新巨,326,合併財務報表之母子公司,,5188,合併財務報表之母子公司,,無，無統計相關數據,,,2.07,百萬營業額                                                                                                                                                                                              
2421,建準,1147.2,以上數據揭露以集團生產據點為主。,,29239.71,以上數據揭露以集團生產據點為主。,,無，無統計相關數據,,,無，無統計相關數據,
2423,固緯,1420,母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2424,隴華,70.72,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2425,承啟,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2426,鼎元,11145.248,母公司,ISO 14064,18404.071,母公司,ISO 14064,4080.075,母公司,ISO 14064,10.006,百萬營業額                                                                                                                                                                                              
2427,三商電,無，無生產活動,,,194.7,母公司,,無，無統計相關數據,,,0.62,員工人數                                                                                                                                                                                                
2428,興勤,141.477,總公司+楠梓1廠+楠梓2廠,,6065.285,總公司+楠梓1廠+楠梓2廠,,無，無統計相關數據,,,0.0014,產品
2429,銘旺科,無，N/A,,,無，N/A,,,無，N/A,,,無，N/A,
2430,燦坤,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2431,聯昌,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2433,互盛電,229.0959,僅母公司,,290.8181,僅母公司,,無，無統計相關數據,,,0.009,營業額
2434,統懋,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2436,偉詮電,無，資料收集中,,,1050,包含合併財務報表之母子公司,,無，資料收集中,,,0.29,營業額單位為佰萬元                                                                                                                                                                                      
2438,翔耀,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2439,美律,890.8852,母公司與部分合併財務報表之子公司,ISO14064-1:2018                                                                                                                                                                                         ,23442.3934,母公司與部分合併財務報表之子公司,ISO14064-1:2018                                                                                                                                                                                         ,1136.379,母公司與部分合併財務報表之子公司,ISO14064-1:2018                                                                                                                                                                                         ,0.6725,營業額單位為百萬元                                                                                                                                                                                      
2440,太空梭,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2441,超豐,715.4958,超豐電子股份有限公司營運範圍,,107870.132,超豐電子股份有限公司營運範圍,,23882.2433,超豐電子股份有限公司營運範圍,,無，無統計相關數據,
2442,新美齊,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2444,兆勁,無，無統計相關數據,,,830.4,僅本公司,,無，無統計相關數據,,,無，無統計相關數據,
2449,京元電子,7111,含母子公司,ISO 14064,407079,含母子公司,ISO 14064,70678,母公司,ISO 14064,1436.26,營業額
